"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Quantitative Analyst / Programmer","Optimal Asset Management Inc","San Francisco Bay Area, CA",nan,nan,"$85,000 - $100,000 a year",nan,nan,"Assists in the development of data infrastructure for investment management including market, portfolio and analytics data...."
"Economist/Quantitative Analyst","ICF","Fairfax, VA",nan,nan,"NA",284,41.4,"We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists and creatives...."
"Statistical Programmer - Junior","STATinMED Research","Ann Arbor, MI",nan,nan,"NA",nan,nan,"Manage data programming and analytic needs for a growing public health services/outcomes research group. Write and edit programs to clean, manage, merge, and..."
"Data Scientist : 17-02536","Akraya, Inc.","Mountain View, CA 94043",nan,nan,"NA",5,43.8,"Data Science, SQL, Statistics, Big Data, Python. Familiar with statistical and machine learning skills with at least one of the programming tools (e.g, SAS,..."
"Statistician","ICF","Rockville, MD",nan,nan,"NA",284,41.4,"Are you passionate about improving quality of life through disease prevention, health promotion, and the care of chronic health conditions?..."
"Statistician","GlaxoSmithKline","Rockville, MD",nan,nan,"NA",nan,52.2,"Experience in application of statistics, comprehending scientific and technical problems in mathematical / statistical terms...."
"Statistician","American College of Surgeons","Chicago, IL",nan,nan,"NA",9,52.2,"NA"
"Statistician","Visual Awareness Technologies and Consulting, Inc.","United States",nan,nan,"NA",nan,nan,"Consult with line leadership, AETC training cadre, and ACC/AFSOC line operators to ensure statistical models have the direct input of appropriate subject matter..."
"Federal - Customer Facing Data Scientist","DataRobot","Washington, DC",nan,nan,"NA",2,60.0,"As a Customer Facing Data Scientists you will be expected to work with the Field Sales team members and lead Junior Sales Engineers in developing opportunities,..."
"Machine Learning/Biological systems modeling","Finch Therapeutics","Somerville, MA",nan,nan,"NA",nan,nan,"You will further our microbial drug development platform by mining microbial datasets, developing our machine learning platform, and working closely with both..."
"Liquidity Quantitative Analyst","Bloomberg","New York, NY",nan,nan,"NA",500,44.4,"2 or more years of quantitative analysis, statistical modeling experience and data mining. Professional experience in statistical software, like Matlab, VBA, R,..."
"SQL Data Analyst","Detroit Trading Company","Birmingham, MI",nan,nan,"$2,600 a month",3,39.0,"NA"
"Data Scientist-Media & Entertainment Sector Leader","Capgemini","Burbank, CA",nan,nan,"NA",nan,43.8,"NA"
"Data Scientist - Boston","Suffolk Construction","Boston, MA",nan,nan,"NA",31,51.6,"NA"
"Research Data Analyst Associate","Northwestern University","Chicago, IL",nan,nan,"NA",239,52.2,"NA"
"Machine Learning Engineer","Fathom Health","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","H2M Group","Springfield, VA 22150",nan,nan,"NA",nan,nan,"NA"
"Software Engineer - Machine Learning","Business & Engineering Systems","Ashburn, VA 20147",nan,nan,"NA",nan,nan,"NA"
"Data Scientist II","Permanent General Assurance Corp.","Nashville, TN",nan,nan,"NA",3,43.2,"NA"
"Research Data Analyst (Open Rank)","Educational Testing Service (ETS)","Princeton, NJ 08541",nan,nan,"NA",180,51.0,"Implement or plan and manage the implementation of data analysis components of research projects requiring the development of complex data analysis systems...."
"Machine Learning Engineer","Raytheon","El Segundo, CA",nan,nan,"NA",nan,51.0,"NA"
"3D Character Animation Programmer, Machine Learning","Carnegie Mellon University","Pittsburgh, PA",nan,nan,"NA",135,52.8,"NA"
"Data Scientist","Chef'd","El Segundo, CA 90245",nan,nan,"NA",nan,nan,"NA"
"Global Technology Development Intern","S&P Global","New York, NY",nan,nan,"NA",33,43.8,"NA"
"Spacecraft Data Analyst","The Aerospace Corporation","El Segundo, CA 90245",nan,nan,"NA",59,51.6,"NA"
"Analyst - Periscope Advanced Insights - Growth Mapping","McKinsey & Company","New York, NY 10022 (Midtown area)",nan,nan,"NA",273,52.8,"NA"
"Programmer Analyst II","USC","Los Angeles, CA",nan,nan,"$55,494 - $92,497 a year",431,52.2,"NA"
"Data Scientist, Commercial Strategy - Home Entertainment","Sony Pictures Entertainment Inc.","Culver City, CA 90232",nan,nan,"NA",228,52.2,"NA"
"Statistician","Karna LLC","Atlanta, GA 30329",nan,nan,"NA",8,32.4,"NA"
"Machine Learning Software Developer","Expedition Technology, Inc.","Dulles, VA 20166",nan,nan,"NA",nan,nan,"NA"
"Data Scientist/Statistician, Data Trial Execution- RTP, NC","QuintilesIMS","Research Triangle Park, NC",nan,nan,"NA",870,44.4,"NA"
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","Integral Ad Science","New York, NY 10003 (Greenwich Village area)",nan,nan,"NA",nan,nan,"Propose and develop solutions independently and leading a group of other data scientists. The types of challenges we solve have attracted people from industry..."
"Data Scientists Analysts","G-TECH Services, Inc.","Dearborn, MI",nan,nan,"NA",5,54.6,"This will be done by analyzing connected vehicle data (data from modems and plug-in-devices) in a big data environment, applying advanced analytical modeling..."
"Data Analyst","Enjoy Technology","Menlo Park, CA",nan,nan,"NA",nan,nan,"5+ years experience working in a fast paced environment as a data analyst or data scientist. Strong data analytics or financial analysis background...."
"Statistical Modeling Scientist","Nestle USA","Arlington, VA",nan,nan,"NA",844,43.2,"Statistical forecast scientists work within Supply Chain to develop complex predictive analytics and statistical forecasting models in enterprise forecasting..."
"Machine Learning Scientist","Electronic Arts","Redwood City, CA 94065",nan,nan,"NA",319,51.0,"NA"
"GEOINT Analyst (Data Science)","Department of Defense","St. Louis, MO",nan,nan,"$52,329 - $129,553 a year",nan,52.8,"Data Management, Data Engineering, Data Science, Computer Science, Software Engineering, Statistics, Applied Mathematics, Applied Physics, Econometrics, UX/UI..."
"Data Scientist","Trov","New York, NY",nan,nan,"NA",2,54.0,"Build and manage new data tables to support data collection, cross-channel data integration, dashboards, data visualization, data mining, and predictive..."
"Machine Learning Software Engineer","Demandbase","San Francisco, CA",nan,nan,"NA",3,51.0,"NA"
"Quality Control Data Analyst","Paragon Bioservices Inc.","Baltimore, MD",nan,nan,"NA",nan,nan,"NA"
"Sr Data Scientist","General Electric","San Ramon, CA 94583",nan,nan,"NA",nan,51.6,"Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics...."
"Mid-Level Data Scientist","Altamira Technologies Corporation","Washington, DC",nan,nan,"NA",4,42.0,"Demonstrates ability to extract meaning from and interpret data using a variety of tools and methods from statistics and machine learning...."
"Quantitative Research Analyst","Wells Fargo","San Francisco, CA",nan,nan,"NA",nan,43.8,"CFA or ASA designation a plus 3-8 years of experience in investment management or software development Exceptional quantitative, technical and analytical skills..."
"Data Analyst, Institutional Research","Northwest Missouri State University","Maryville, MO",nan,nan,"NA",42,54.0,"Familiarity with data warehouse; Designs and executes data selections to provide accurate and on-time fulfillment of data collections and strategic planning..."
"AWS Data Scientist","Tangentia","Minneapolis, MN",nan,nan,"NA",2,39.0,"Data visualization, data mining and predictive modelling. Proficient with programming languages such as Python, R, Java, Scala...."
"Machine Learning Scientist","Amazon Corporate LLC","Cambridge, MA",nan,nan,"NA",nan,43.2,"Solid Machine Learning background and familiar with standard speech and machine learning techniques. Amazon is looking for a passionate, talented, and inventive..."
"Machine Learning Engineer","Spotify","New York, NY 10011 (Chelsea area)",nan,nan,"NA",26,53.4,"Apply machine learning, collaborative filtering, NLP, and deep learning methods to massive data sets. You have experience implementing machine learning systems..."
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist, Analytics","MedExpress","Canonsburg, PA 15317",nan,nan,"NA",277,42.0,"Apply your expertise in quantitative analysis and data mining to the presentation of data to see beyond the numbers and understand underlying trends in the data..."
"Data Scientist","Foursquare","New York, NY",nan,nan,"NA",6,55.2,"Strategic analytics, marketing analytics, digital analytics, data analytics, statistics, data science, big data, normalization, modeling, quant research,..."
"Data Scientist","Samsung SDSA","San Jose, CA 95134 (North San Jose area)",nan,nan,"NA",12,43.8,"We are seeking a data scientist to translate business objectives into actionable data analysis by applying machine learning methods, and communicate findings..."
"Data Scientist","CocaCola","Atlanta, GA",nan,nan,"NA",nan,44.4,"Communicate data analysis and insights using rich visualization tools (Tableau/MicroStrategy) and leverage data to present compelling cases to optimize..."
"Data Scientist Advisor","fedex","Memphis, TN",nan,nan,"NA",nan,44.4,"Develop project plans and timeliness and coordinates project plans with other team members with manager's guidance...."
"Data Scientist - Health","IMPAQ International","Boston, MA",nan,nan,"NA",10,30.0,"Develop project work plans, and manage the execution of these work plans, including communicating technical and budget risks to project leadership...."
"Data Scientist","Grange Mutual Casualty Company","Columbus, OH",nan,nan,"NA",9,28.8,"Experience with SAS, R, Python or a comparable data analysis tool required. Proven skills in data management and data extraction working with large data sets..."
"Data Scientist","Grange Insurance","Columbus, OH",nan,nan,"NA",27,42.6,"Proven skills in data management and data extraction working with large data sets preferred. Analyze new data sources for availability and quality, and..."
"NA","Edwards Lifesciences","Irvine, CA 92614",nan,nan,"NA",116,52.2,"Partner with clinical data management team to ensure that the databases is defined consistency across clinical trials...."
"Data Scientist","Conversant Media","Chicago, IL",nan,nan,"NA",12,43.8,"Economics, Physics, or a related scientific discipline. As a Data Scientist in our Decision. Large data sets...."
"Research & Data Entry Analyst","Musculoskeletal Clinical Regulatory Advisers, LLC...","Manchester, CT",nan,nan,"$12 an hour",nan,nan,"MCRA is creating a database of all companies within the worldwide orthopedic industry and need a data entry clerk who will complete the database with relevant..."
"Quantitative Analyst","Pine River Capital Management","Minnetonka, MN",nan,nan,"NA",2,51.0,"Programming in C/C++, Excel/VBA, R, profiling tool for performance analysis/improvement of C++ programs, and Microsoft Visual Studio, SQL database, and..."
"System Engineer III (Data Analysis Specialist)","CNA Corporation","Arlington, VA 22201 (Lyon Village area)",nan,nan,"$85,000 - $120,000 a year",nan,nan,"Citizens and are subject to a background investigation. The System Engineer III applies formal, established engineering and management principles to..."
"Data Analyst / Jnr Data Scientist","Harnham","Scottsdale, AZ",nan,nan,"$90,000 a year",nan,nan,"Working with Data Scientists and Data Engineers to develop insights and analytic models to help key stakeholders make better informed decisions...."
"Energy Analyst Sr/Lead (Data Scientist)","Lower Colorado River Authority","Austin, TX",nan,nan,"NA",31,43.2,"Mathematical and statistical skills for data analytics and modeling. Incumbent will support operational data analytics for LCRA's Wholesale Market and Supply..."
"Software Engineer & Data Scientist","PILLAR BIOSCIENCES INC.","Natick, MA",nan,nan,"NA",nan,nan,"Work closely with research scientists to evaluate and troubleshoot experimental methods. We are seeking a software engineer who is interested in genome..."
"Senior Data Analyst","TJFACT, LLC","Crystal City, VA",nan,nan,"NA",12,52.8,"This individual must possess at least ten years of experience in the data science discipline, with demonstrated experience applying data modeling concepts to..."
"Scientific Research Analyst Level III","Tulane University","New Orleans, LA",nan,nan,"NA",159,52.8,"The Scientific Research Analyst III will support recruitment of sites and administration of surveys and related data collection;..."
"Research Associate - Data Science - Jaffe","Lieber Institute for Brain Development","Baltimore, MD",nan,nan,"NA",nan,nan,"The mission of the Lieber Institute for Brain Development is to translate the understanding of basic genetic and molecular mechanisms of schizophrenia and..."
"Statistician","ENCORE CAPITAL GROUP","San Diego, CA",nan,nan,"NA",120,43.2,"3 years of relevant experience in an academic, financial services, technical or medical field. Logit models, generalized linear models, categorical data..."
"Statistician - Risk Analytics","Equifax","Atlanta, GA",nan,nan,"NA",312,43.2,"Through our data analytics, customer insights, custom modeling, and consulting services, we deliver the analytics and insights companies need to stay ahead...."
"Signal Processing Data Scientist","The Aerospace Corporation","El Segundo, CA 90245",nan,nan,"NA",59,51.6,"Advanced degree in the area of digital communications, machine learning or signal processing. Our state-of-the-art laboratory facilities are staffed by some of..."
"Research Scientist I","Gilead Sciences","Foster City, CA",nan,nan,"NA",157,43.2,"The candidate will have a strong track record of scientific accomplishments, demonstrated by peer-reviewed scientific publications in high impact journals...."
"Quantitative Trading Analyst","Graham Capital Management, LP.","Rowayton, CT",nan,nan,"NA",nan,nan,"Data collection, signal generation, trade creation and execution for this systematic investment program. The group is staffed 24 hours in Rowayton during the..."
"Scientific Data Analyst I/II (4269)","Associated Universities, Inc.","Socorro, NM",nan,nan,"NA",nan,nan,"A m inimum of two years of highly relevant work experience is required for a level II Scientific Data Analyst, where p rior relevant experience includes a..."
"Data Review Scientist - MALDI","CHARLES RIVER LABORATORIES","Newark, DE",nan,nan,"NA",174,42.6,"Perform real-time QC of MALDI-TOF data. Analyze all MALDI-TOF data and generate identification reports. Trouble shoot data quality issues in the MALDI-TOF..."
"Artificial Intelligence/Machine Learning Research Developer","NBCUniversal","Englewood Cliffs, NJ",nan,nan,"NA",nan,51.6,"NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the..."
"Data Scientist, Salesforce & Email Platforms","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"3+ years in relevant experience as data engineer, data scientist, software engineer, business intelligence engineer, or equivalent...."
"Machine Learning Researcher","Schrodinger","New York, NY",nan,nan,"NA",nan,nan,"Experience using Machine Learning in low data settings. Peer-reviewed publications in computational chemistry, chemical physics and Machine Learning...."
"AML Quantitative Modeling Analyst","U.S. Bank","Charlotte, NC",nan,nan,"NA",nan,43.2,"Extensive understanding of applicable laws, regulations, financial services, and regulatory trends that affect assigned line of business...."
"Data Scientist - Smart Mobility Analytics","Ford Motor Company","Dearborn, MI",nan,nan,"NA",nan,52.8,"NA"
"Data Scientist","HP","Vancouver, WA",nan,nan,"NA",nan,51.0,"Knowledge of applied statistics, machine learning, data mining, and predictive analytics. You will work on highly relevant opportunities, collaborating with a..."
"Business Insights Analyst, Competitive Intelligence","Wayfair","Boston, MA 02116 (South End area)",nan,nan,"NA",185,42.0,"Responsibilities of this role include developing analyses and insights using Big Data assets, becoming a subject matter expert on key competitors, collaborating..."
"NA","GroupM","New York, NY",nan,nan,"NA",70,44.4,"Deep knowledge of data mining tools (Python, R, and Vertica) specifically within the area of developing productized analytical workflows...."
"Data Scientist","Rockstar New York","New York, NY",nan,nan,"NA",nan,nan,"Extensive knowledge of machine learning techniques such as k-NN, Naive Bayes, SVM, Decision Forests, Data Mining, Clustering, and Classification...."
"Data Scientist","Heal","Los Angeles, CA",nan,nan,"NA",2,60.0,"NA"
"Data Scientist","CEP America","Emeryville, CA",nan,nan,"NA",17,51.6,"NA"
"Data Scientist","Skyhigh Networks","Campbell, CA 95008",nan,nan,"NA",3,52.8,"NA"
"Data Scientist","Quicken Loans Inc.","Detroit, MI",nan,nan,"NA",65,44.4,"NA"
"Data Scientist","Covance","Princeton, NJ 08540",nan,nan,"NA",311,40.2,"NA"
"Data Scientist","Infox Consulting","Seattle, WA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","FactSet Research Systems","New York, NY 10279 (Financial District area)",nan,nan,"NA",298,44.4,"NA"
"Data Scientist","CareMessage","Remote",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","CVS Health","Woonsocket, RI",nan,nan,"NA",nan,42.6,"NA"
"Data Scientist","Vantiv","Cincinnati, OH 45249",nan,nan,"NA",140,41.4,"NA"
"Data Scientist","Stanley Black & Decker","New Britain, CT 06051",nan,nan,"NA",758,43.8,"NA"
"Data Scientist","Scribd","San Francisco, CA 94107 (South Of Market area)",nan,nan,"NA",nan,nan,"NA"
"Data Scientist, Forecast Analyst","NBCUniversal","New York, NY",nan,nan,"NA",nan,51.6,"NA"
"Data Scientist - People Analytics","McKinsey & Company","Waltham, MA",nan,nan,"NA",273,52.8,"NA"
"Mid-Level Data Scientist Specialist","Diaspark","Itasca, IL",nan,nan,"NA",26,44.4,"NA"
"Data Scientist","Riverside Research","Washington, DC",nan,nan,"NA",7,53.4,"NA"
"Data Scientist (Underwriting), Velogica","SCOR","Charlotte, NC",nan,nan,"NA",41,40.2,"Ability to turn information into business insights, analyse trends and how to compare or combine relevant data sets...."
"Specialist, Advanced Insights - McKinsey Solutions","McKinsey & Company","New York, NY 10022 (Midtown area)",nan,nan,"NA",273,52.8,"NA"
"Machine Learning Engineer","Cambridge Consultants Ltd","Boston, MA",nan,nan,"NA",3,28.8,"NA"
"Analysis and Planning Consultant (Data Analyst)","Penn State University","University Park, PA",nan,nan,"NA",525,53.4,"NA"
"Machine Learning Engineer","ProMedia Careers","San Diego, CA",nan,nan,"NA",nan,nan,"NA"
"Quantitative Analyst, Credit Risk","Renew Financial","Oakland, CA",nan,nan,"NA",4,42.0,"NA"
"Research Engineer - Machine Learning","Samsung Research America","Mountain View, CA 94043",nan,nan,"NA",nan,51.0,"NA"
"Statistical Programmer","Wuxi AppTec","Plainsboro, NJ",nan,nan,"NA",34,30.6,"NA"
"Data Scientist / Database Specialist","STG, Inc.","Washington, DC",nan,nan,"NA",94,42.6,"Has an immediate opportunity for various level Data Scientists / Database Specialists located in the Washington, DC metro area...."
"Machine Learning Engineer","Pearson","Centennial, CO",nan,nan,"NA",nan,43.8,"NA"
"Healthcare Quality Data Scientist - Quality & Improvement Jo...","PeaceHealth","Vancouver, WA",nan,nan,"NA",108,41.4,"NA"
"Statistician","University of Kentucky","Lexington, KY",nan,nan,"$48,526 - $80,059 a year",274,52.2,"This position has broad-ranging responsibilities working with faculty from all relevant disciplines to assure appropriate experimental design and analysis for..."
"Quantitative Model Analyst","U.S. Bank","Minneapolis, MN",nan,nan,"NA",nan,43.2,"Working knowledge of VBA, C/C++, SQL, SPSS, S-Plus, R is a plus. Experience applying Basel A-IRB regulatory capital rules...."
"Quantitative Analyst","Calpine","San Diego, CA",nan,nan,"NA",64,43.2,"Assist the analytics group in calculating and maintaining inputs for various pricing model and methodologies. Programming Expertise in C++, SQL and VBA a must...."
"Applications Data Analyst","10x Genomics","Pleasanton, CA 94566",nan,nan,"NA",nan,nan,"Work with key scientists to develop new applications that take advantage of 10x technology. The scientist must have a passion for innovating new applications..."
"SENIOR SCIENTIST - BIOLOGY Job","Novo Nordisk","Indianapolis, IN",nan,nan,"NA",433,51.6,"Maintains up-to-date scientific awareness and expertise in the fields of drug discovery and metabolic diseases by attending relevant conferences and frequent..."
"Data Research Analyst","Health & Human Services Comm","Austin, TX",nan,nan,"$4,053 - $4,583 a month",14,32.4,"Provides recommendations and prepares a variety of reports, studies, and other deliverables for use by IG Investigators, Inspectors, Auditors and leadership,..."
"Data Scientist / Sr. Data Scientist","Tillster","Los Angeles, CA",nan,nan,"NA",6,42.0,"Data Scientist / Sr. You live and breathe concepts like box plots, Gini coefficient, normalization, probability distribution function, regression analysis,..."
"Accenture Analytics-Oil & Gas Data Science Manager","Accenture","Houston, TX",nan,nan,"NA",nan,51.0,"Machine Learning, Predictive Analytics, Comparative Effectiveness Analysis, Failure Analysis, Big Data Analytics, Optimization, Demand Forecasting, Customer..."
"Sr Data Scientist","Consultants 2 Go","Chicago, IL",nan,nan,"NA",nan,nan,"Conduct statistical data analysis, including exploratory data analysis, data mining, and document key insights and findings...."
"Statistical Analyst","DISYS","Bellevue, WA",nan,nan,"NA",92,43.2,"Experience mining and extracting actionable findings from raw clickstream data. Intermediate knowledge of SQL, preferably in a Big Data environment...."
"Clinical Data Scientist, Research and Early Development","Biogen","Cambridge, MA",nan,nan,"NA",301,51.6,"External Posting Title Clinical Data Scientist, Research and Early Development Job Description Biogen is actively developing and employing digital patient..."
"MQA - Cross Asset Quantitative Analytics - Credit Quantitati...","Citi","New York, NY",nan,nan,"NA",nan,44.4,"Developing Excel spreadsheets and web-based data visualization tools to deliver analysis. The Cross Asset Quantitative Analytics team within MQA is responsible..."
"Machine Learning Engineer","CodeFights","San Francisco, CA",nan,nan,"NA",nan,nan,"As a Machine Learning expert, you will have a unique opportunity to have high impact by advancing these systems, as well as uncovering new opportunities to..."
"Research Analyst","Maxfield Research and Consulting LLC","Minneapolis, MN",nan,nan,"NA",nan,nan,"Gather, interpret and present data on current real estate trends and information for clients. Support senior staff by compiling data as directed for various..."
"Data Analyst (Research Analyst) (Key)","enGenius Consulting Group","Arlington, VA",nan,nan,"NA",4,51.0,"Demonstrated experience with Informatica, Netezza/Pure Data for Analytics, BoBJ and Oracle OBIEE. Execute activities associated with data and reporting..."
"Lead Data Scientist - Applied Machine Learning","Life360","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Child Welfare Data and Research Analyst","Department of Children and Families","Madison, WI",nan,nan,"$22.47 - $34.00 an hour",976,43.2,"Experience performing analyses or research with social, behavioral or health data. The Wisconsin Department of Children and Families (DCF), Division of Safety..."
"Statistician","The Experts Bench","Atlanta, GA",nan,nan,"$90,000 - $140,000 a year",nan,nan,"The Experts Bench (Teb) is seeking a Statistician to develop analytical approaches to meet business requirements and create reports for an analytics and..."
"Data Scientist","The Hartford","Hartford, CT",nan,nan,"NA",nan,43.2,"NA"
"Data Scientist","Cigna","United States",nan,nan,"NA",nan,43.2,"NA"
"Research Analyst (Data Entry)","Ives Group Inc","Sutton, MA 01590",nan,nan,"$40,000 a year",nan,nan,"Company-provided snacks, full benefits (401k, health and dental) and the occasional team-building outing. Audit Analytics is seeking a Research Analyst with a..."
"Data Scientist/Analyst I a","CocaCola","Atlanta, GA",nan,nan,"NA",nan,44.4,"NA"
"Data Scientist / Machine Learning (MTx.2017-Q2-1)","Marauder Therapeutics","Cambridge, MA 02139 (Area IV area)",nan,nan,"NA",nan,nan,"NA"
"Data Scientist, Retail Analytics","VF Corporation","Greensboro, NC",nan,nan,"NA",466,43.8,"NA"
"Data Scientist, Global Patents","Google","San Francisco, CA",nan,nan,"NA",nan,52.8,"NA"
"Data Scientist Job","Hasbro","Pawtucket, RI 02861",nan,nan,"NA",301,51.6,"NA"
"Information Scientist","RAND Corporation","United States",nan,nan,"NA",17,42.0,"NA"
"Data Scientist","BeecherMadden","New York, NY",nan,nan,"$150,000 - $200,000 a year",nan,nan,"NA"
"Data Scientist","McKinsey & Company","Waltham, MA",nan,nan,"NA",273,52.8,"NA"
"Data Scientist III Job","AGCO","Duluth, GA 30096",nan,nan,"NA",305,44.4,"NA"
"Big Data Scientist","Information Innovators Inc.","Alexandria, VA",nan,nan,"NA",2,42.0,"NA"
"Big Data Scientist (PhD)","Siemens AG","Princeton, NJ",nan,nan,"NA",nan,51.6,"NA"
"Data Scientist","Revolution Technologies","Schaumburg, IL",nan,nan,"$50 an hour",24,51.0,"NA"
"Data Scientist","Murmuration","New York, NY 10005 (Financial District area)",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","SpaceX","Hawthorne, CA",nan,nan,"NA",193,43.8,"NA"
"Manager, Data Solutions","Gannett","McLean, VA",nan,nan,"NA",359,40.2,"NA"
"Statistical Analyst","IRI","Chicago, IL",nan,nan,"NA",15,51.6,"NA"
"RESEARCH ANALYST","Bespoke Partners","United States",nan,nan,"NA",nan,nan,"NA"
"NA","C3 IoT","Redwood City, CA",nan,nan,"NA",nan,nan,"NA"
"Institutional Research Data Analyst","Stanford University","Stanford, CA 94305",nan,nan,"NA",336,52.8,"NA"
"Data Analyst, Mid","Booz Allen Hamilton","Buckley AFB, CO",nan,nan,"NA",nan,44.4,"NA"
"Data Scientist","Orchestra Technology","Seattle, WA",nan,nan,"NA",nan,nan,"NA"
"NA","JP Morgan Chase","New York, NY 10001 (Chelsea area)",nan,nan,"NA",nan,44.4,"NA"
"Data Analyst/Data Scientist","APN Consulting","Loveland, CO",nan,nan,"NA",nan,nan,"NA"
"Economist/Data Scientist","Ford Motor Company","Dearborn, MI",nan,nan,"NA",nan,52.8,"NA"
"Research & Data Analyst - Surveys","Bisk","Tampa, FL 33619",nan,nan,"NA",93,39.6,"NA"
"CCB Data Scientist-Marketing Modeling-Wilmington, DE","JP Morgan Chase","Wilmington, DE 19801",nan,nan,"NA",nan,44.4,"NA"
"Machine Learning Engineer","Radiance Technologies Inc.","Dayton, OH 45431",nan,nan,"NA",nan,nan,"NA"
"SDE-Machine Learning","Posh Technologies","Redmond, WA",nan,nan,"NA",6,30.0,"NA"
"Data Scientist - Big Data Analytics (SmartYield)","The Climate Corporation","Saint Louis, OR",nan,nan,"NA",3,55.2,"NA"
"Staff Associate/ Data Scientist-Genomics Platform","Columbia University","New York, NY",nan,nan,"NA",567,52.2,"NA"
"Research Analyst","UnitedHealth Group","Eden Prairie, MN 55344",nan,nan,"NA",nan,43.2,"NA"
"Sensior Data Scientist/Statistician - O&G","Sensoleak","Houston, TX",nan,nan,"NA",nan,nan,"NA"
"Model Risk - Quantitative Analyst","MUFG","San Francisco, CA",nan,nan,"NA",22,39.0,"NA"
"Data Analyst","Strive Consulting LLC","Atlanta, GA",nan,nan,"$40 - $45 an hour",nan,nan,"Work with Data Scientists to provide business requirements for automated analytics reporting. Experience with data and analytics platforms, including website..."
"Data Scientist","Impact Radius","New York, NY",nan,nan,"NA",4,51.0,"Evaluating existing technologies and/or creating new machine learning and data mining algorithms, designing and executing offline/online experiments...."
"Data Scientist","Hulu","Santa Monica, CA",nan,nan,"NA",22,44.4,"We are looking for data scientists who are passionate about using data to drive strategy and product recommendations...."
"Principal Data Scientist","Nielsen","Columbia, MD",nan,nan,"NA",nan,44.4,"In order to deliver high quality standards, the Principal Data Scientist will work as a leader and subject matter expert on a team of analysts to maintain and..."
"Data Scientist","TopTal","United States",nan,nan,"NA",2,60.0,"Use statistical, algorithmic, data mining, and visualization techniques to model complex problems, identify opportunities, discover solutions, and deliver..."
"Data Engineer Growth","HealthTap","Palo Alto, CA",nan,nan,"NA",4,43.8,"NA"
"Sr. Data Scientist","Nielsen","Chicago, IL 60647 (Logan Square area)",nan,nan,"NA",nan,44.4,"Our Data Scientists come from diverse disciplines such as statistics, research methodology, mathematics, psychology, business, engineering and demography...."
"Data Scientist Consultant","The Situs Companies","Washington, DC",nan,nan,"NA",5,31.8,"In this project, you will be responsible for building predictive models and applying machine learning techniques to answer questions around the underwriting and..."
"Data and Research Analyst, Institutional Effectiveness","Pikes Peak Community College","Colorado Springs, CO",nan,nan,"$4,708 a month",71,51.6,"Data Analysis and Reporting. Experience extracting data from large relational databases and merging data from multiple sources...."
"Data Scientist/Statistician, Data Trial Execution- RTP, NC","QuintilesIMS","Research Triangle Park, NC",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Xaqt","Chicago, IL",nan,nan,"NA",nan,nan,"NA"
"Senior Data Scientist - CRM (D.C)","Uber","Washington, DC 20036 (Downtown area)",nan,nan,"NA",nan,nan,"NA"
"Senior Data Scientist - CRM","Uber","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Engineer","Freenome","South San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Clinical Data Scientist 2","Siemens AG","Tarrytown, NY",nan,nan,"NA",nan,nan,"NA"
"Quantitative Analyst","APEX Analytix","Greensboro, NC 27410",nan,nan,"NA",nan,nan,"NA"
"Statistical Modeler (Engineer)","ISPV, INC.","Guaynabo, PR",nan,nan,"NA",nan,nan,"NA"
"Research Data Analyst","Johns Hopkins University","Baltimore, MD",nan,nan,"NA",nan,nan,"NA"
