"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Senior Data Scientist / Senior Machine Learning Engineer","Foursquare","New York, NY",nan,nan,"NA",6,55.2,"NA"
"Big Data Engineer","Data Works","Reston, VA",nan,nan,"NA",3,60.0,"NA"
"Data Scientist","CreditCards.com","Austin, TX 78759 (Arboretum area)",nan,nan,"NA",3,52.8,"NA"
"Data Analyst: Business Intelligence","Cloudflare","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Visionist, Inc.","Columbia, MD 21046",nan,nan,"NA",nan,nan,"NA"
"NA","Ford Motor Company","Palo Alto, CA 94303 (Duveneck-Saint Francis area)",nan,nan,"NA",nan,52.8,"NA"
"Data Scientist/Statistician, Data Trial Execution- RTP, NC","QuintilesIMS","Research Triangle Park, NC",nan,nan,"NA",870,44.4,"Statistical analysis, mathematical modeling, optimization, machine learning. Machine learning models to solve problems related to segmentation and clustering..."
"Measurement Scientist","Pinterest","San Francisco, CA 94103 (South Of Market area)",nan,nan,"NA",4,52.8,"NA"
"Data Scientist","Schireson Associates","New York, NY 10018 (Clinton area)",nan,nan,"NA",nan,nan,"NA"
"Data Science Engineer","Nexosis","Columbus, OH",nan,nan,"NA",nan,nan,"Implement state-of-the-art machine learning approaches. 1-2 years of experience with Machine Learning (Regression models, SVM, Factorization Machines,..."
"Software Engineer - Machine Learning & Recommendations","Pocket","San Francisco, CA",nan,nan,"NA",4,52.8,"The target location for this position is the San Francisco Bay Area. At Pocket we love what we do, but more importantly we are building something that"
"Software Engineer - Machine Learning & Recommendations","Mozilla","San Francisco, CA",nan,nan,"NA",10,54.6,"The target location for this position is the San Francisco Bay Area. At Pocket we love what we do, but more importantly we are building something that"
"Data Science Intern","ZEFR","Venice, CA 90291",nan,nan,"NA",3,43.2,"Explaining predictions of machine learning models using visualization and statistical techniques such as Local Interpretable Model-Agnostic Explanations (LIME)...."
"Data Scientist","SignalFx","San Mateo, CA 94401 (North Central area)",nan,nan,"NA",nan,nan,"Experience applying statistics and machine learning to real-world problems; An advanced degree in a technical/quantitative field (e.g., statistics, computer..."
"Data Scientist","Excella Consulting","Washington, DC 20006 (Foggy Bottom area)",nan,nan,"NA",nan,nan,"Experience with applied machine learning (tree-based methods, ensemble methods, neural networks/deep learning) Proficient understanding of relational (e.g...."
"Data Scientist - AWS Professional Services","Amazon Web Services, Inc.","Pittsburgh, PA",nan,nan,"NA",nan,43.2,"Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences...."
"Sr. Data Scientist","Egnyte, Inc.","Mountain View, CA 94043",nan,nan,"NA",nan,nan,"Deep knowledge of traditional Machine Learning methods and neural networks. Solutions encompass various methods from rule-based systems to deep learning, as..."
"Computational Scientist, Bioinformatics","Johnson & Johnson Family of Companies","Spring House, PA",nan,nan,"NA",nan,52.8,"Machine learning, topological network analysis, cloud computing) to analyze the data and will have an opportunity to play an active role in identifying and..."
"Data Engineer","SparkBeyond","New York, NY",nan,nan,"NA",nan,nan,"Implement machine learning solutions. As a Data Engineer, you will play a critical role in ensuring that our customers receive the best experience deploying the..."
"Software Engineer (Computer Vision, Robotics)","eLoupes","Seattle, WA 98102 (Capitol Hill area)",nan,nan,"NA",nan,nan,"eLoupes is a Seattle startup developing a new system for real time capture and mediated reality interaction. We are enhancing human capabilities with cutting"
"Data Analyst - Support","Republic Wireless","Raleigh, NC",nan,nan,"NA",nan,nan,"Extensive statistical modeling or machine learning experience required. Do you love the satisfaction of solving hard problems with data?..."
"Radar Signal Processing Scientist","Genius Sports","Santa Monica, CA 90401",nan,nan,"NA",nan,nan,"Expert knowledge of traditional machine learning algorithms and the use of convolutional neural networks for radar target classification using point-cloud and..."
"UI Developer","USEReady Technology Pvt. Ltd.","Jersey City, NJ",nan,nan,"$50 an hour",nan,nan,"NA"
"Bioinformatics Scientist I","Children's Hospital of Philadelphia","Philadelphia, PA 19104 (Belmont area)",nan,nan,"NA",411,52.2,"Statistical analysis and machine learning on data to support hypothesis-driven or data-driven research. AF - Active - Regular - Full Time...."
"Data Engineer","Retention Science","Santa Monica, CA 90405",nan,nan,"NA",2,60.0,"Our platform uses machine learning to predict the lifecycle stage a customer is in and helps marketers automatically deliver the right campaign that captures..."
"Principal Scientist, Biostatistics Job","Merck","Gwynedd, PA",nan,nan,"NA",nan,51.6,"An understanding of modern techniques for statistical and/or machine learning. Principal Scientist, Biostatistics-BIO004874...."
"Analytic Science-Scientist","FICO","San Jose, CA 95110 (Downtown area)",nan,nan,"NA",87,43.2,"Build and tune machine learning models. Apply advanced machine learning algorithms and big data technologies. Related experience (school or industry) in machine..."
"Staff Data Scientist","General Electric","San Ramon, CA 94583",nan,nan,"NA",nan,51.6,"The Staff Data Scientist will work in teams addressing statistical, machine learning and data understanding problems in a commercial technology and consultancy..."
"Data Operations Coordinator","Itemize","New York, NY 10001 (Chelsea area)",nan,nan,"NA",2,18.0,"Itemize is disrupting the expense management space with cutting edge AI and machine learning. The Itemize mission is to make it easier for small and medium..."
"NA","Benson Hill Biosystems","St. Louis, MO",nan,nan,"NA",nan,nan,"Background and experience in machine learning approaches for predictive modelling. Knowledge and experience in the use of machine learning approaches to..."
"Data Engineering Intern","The Shipyard","Columbus, OH",nan,nan,"NA",nan,nan,"Build applications that structure data and connect it to machine learning operations. Data Engineering Intern...."
"Back End Engineer","LitBit, Co.","San Jose, CA",nan,nan,"NA",nan,nan,"You should have a passion for big data aggregation, analytics and mining, AI / machine learning, human+machine social networking and the Enterprise Internet of..."
"Software Engineer - Machine Learning","Gladly","San Francisco, CA",nan,nan,"NA",nan,nan,"Has solid coding ability in a high level language and fluency with machine learning libraries. Has a keen desire to solve business problems through tailored..."
"Machine Learning Consulting Engineer","Lenovo","Chicago, IL",nan,nan,"NA",613,44.4,"NA"
"Machine Learning Software Engineer","Title Source, Inc.","Detroit, MI 48226 (Downtown area)",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","ManTech International Corporation","Reston, VA",nan,nan,"NA",833,44.4,"NA"
"Machine Learning Engineer","Diffbot","Mountain View, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Foursquare","New York, NY",nan,nan,"NA",6,55.2,"NA"
"Data Scientist","Esurance","San Francisco, CA",nan,nan,"NA",149,42.0,"NA"
"Instagram - Software Engineer, Machine Learning","Facebook","New York, NY",nan,nan,"NA",185,52.2,"NA"
"Data Scientist","Star Tribune Media Company, LLC.","Minneapolis, MN",nan,nan,"NA",36,43.8,"NA"
"Data Scientist","Capital One","Seattle, WA",nan,nan,"NA",nan,51.0,"NA"
"Mid-Level backend Developer at Crelate.com","Crelate","Bothell, WA",nan,nan,"$70,000 a year",nan,nan,"You know web dev technologies like Backbone, HTML, CSS, TypeScript, JavaScript, SQL, Machine Learning etc. You probably taught yourself to code and are always..."
"Data Engineer","Bandwidth","Raleigh, NC 27616 (Northeast area)",nan,nan,"NA",14,44.4,"Interest in data science and machine learning. We are looking for a Data Engineer who has the passion for data and data technologies to join our Data Services..."
"Data Analyst","Pocket Gems","San Francisco, CA 94104 (Financial District area)",nan,nan,"NA",2,42.0,"Ideal candidate has an advanced degree in math, statistics, or machine learning. Pocket Gems, a leading mobile entertainment company backed by Sequoia Capital..."
"Data Analyst","Dow Jones","New York, NY 10176 (Murray Hill area)",nan,nan,"NA",134,44.4,"Effectively communicate with business stakeholders, identifying requirements and developing success metrics for the development and deployment of machine..."
"Data Science Engineer* (Maplewood, MN)","3M","Maplewood, MN",nan,nan,"NA",nan,51.6,"Experience in machine learning, deep learning, data science, computer vision, artificial intelligence, statistics, and/or applied mathematics...."
"Engineering Intern - eDrive Testing","Daimler","Redford, MI",nan,nan,"NA",758,52.2,"MBRDNA is headquartered in Silicon Valley, California since 1995, with key areas of Autonomous Driving, Advanced Interaction Design, Digital User Experience,..."
"Quantitative Data Analyst","Gemini Solutions","Newport Beach, CA",nan,nan,"$70 - $90 an hour",6,40.8,"Machine learning techniques. Focus on the development of operations/data management policies, strategies and operational guidelines for the organization's..."
"Data Scientist","SpotX","Broomfield, CO 80020",nan,nan,"NA",3,40.8,"Build machine learning or statistical models to discover actionable insights. Regression (multivariate, logistic and kernel), Support Vector Machines, Bagging,..."
"Data Scientist","Novetta","Reston, VA",nan,nan,"NA",14,39.0,"Background in statistical analysis, machine learning, or data science. About solving challenging problems?..."
"Bioinformatics Scientist","Sinopia Biosciences","San Diego, CA 92101",nan,nan,"NA",nan,nan,"Strong background in implementing and developing machine learning algorithms. We seek a talented and independent individual with extensive expertise in machine..."
"Machine Learning Lead - Director","JP Morgan Chase","Jersey City, NJ 07310 (Downtown area)",nan,nan,"NA",nan,44.4,"Experience with operationalizing machine learning. Strong working knowledge of Machine learning. Solid understanding of the entire machine learning...."
"Machine Learning Researcher","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"An understanding of machine learning, algorithms and computational complexity. Amazon has multiple positions available for Machine Learning Researchers in..."
"Principal Data Scientist","UnitedHealth Group","Wauwatosa, WI",nan,nan,"NA",nan,43.2,"Degree in computer science, (bio) statistics, applied statistics, mathematics, machine learning or similar quantitative fields of study...."
"Data Scientist - Health","IMPAQ International","Boston, MA",nan,nan,"NA",10,30.0,"Familiar with machine learning, text analytics, and/or predictive modeling. IMPAQ International, a growing and dynamic social science research firm, provides..."
"Data scientist","PI Benchmark","Berkeley, CA",nan,nan,"NA",nan,nan,"PhD in machine learning / numerical discipline. Proven industry experience developing machine learning solutions...."
"Data Scientist","SparkCognition","Austin, TX 78759 (Arboretum area)",nan,nan,"NA",nan,nan,"Expertise in R, Python or similar Machine Learning languages/packages. At SparkCognition, you will work on the latest tools in Machine Learning, Cognitive..."
"Data Platform Engineer","TrueAccord","San Francisco Bay Area, CA",nan,nan,"NA",nan,nan,"The Core Data Science team is responsible for creating predictive models, leveraging machine learning and other statistical methods to help us better understand..."
"Software Engineer","Patientory","Atlanta, GA 30305 (Buckhead area)",nan,nan,"NA",nan,nan,"Experience with distributed algorithms, machine learning, artificial intelligence, complexity science. Exceptional learning capacity...."
"Machine Learning Engineer","Liftoff","Palo Alto, CA",nan,nan,"NA",nan,nan,"NA"
"Robotics/Machine Learning Engineer","NodeIn","Canton, CT",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Predictive Science","United States",nan,nan,"NA",nan,nan,"NA"
"Data Scientist Specialist","Deloitte","Arlington, VA 22209 (Radnor-Ft Myer Heights area)",nan,nan,"NA",nan,51.0,"NA"
"Machine Learning Engineer","TiVo","Boston, MA",nan,nan,"NA",41,43.8,"NA"
"Data Scientist","AdTheorent","New York, NY",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","United Technologies Corp. Headquarters","Brooklyn, NY",nan,nan,"NA",535,43.8,"NA"
"Intern / Co-Op Technical","KLA-Tencor","Milpitas, CA 95035",nan,nan,"NA",75,51.0,"NA"
"Data Scientist","Skyhigh Networks","Campbell, CA 95008",nan,nan,"NA",3,52.8,"NA"
"Internship - Machine Learning","MSC Software","United States",nan,nan,"NA",8,55.8,"Deep knowledge in machine learning algorithms, SVM, HMM, RF, artificial neural networks and deep learning. Degree in Computer Science, PhD preferred, Machine..."
"IoT Software Engineer","Volteo","Chandler, AZ",nan,nan,"NA",nan,nan,"Machine Learning Algorithms in the cloud and on edge devices. Volteo provides complete IoT-based solutions to our customers...."
"Staff Data Scientist","Kohl's Corporation","Milpitas, CA 95035",nan,nan,"NA",nan,43.8,"At least 5-7 years of RELEVANT experience building predictive analytics or machine learning algorithms OUTSIDE of Ph.D Work...."
"Data Scientist","Main Street Hub","Austin, TX",nan,nan,"NA",53,39.6,"Deep knowledge of machine learning, statistics, optimization, or related field. Design and build machine learning models that help local businesses engage with..."
"Software Engineer, Machine Learning","Adobe","Emeryville, CA",nan,nan,"NA",320,52.2,"Machine learning, natural language processing, computer vision, classifiers, large-scale data mining or artificial intelligence...."
"Senior Machine Learning Data Engineer","Capital One","Chicago, IL",nan,nan,"NA",nan,51.0,"Senior Machine Learning Data Engineer. As Machine Learning engineer on the Data Intelligence team, you will contribute to building a fast data and machine..."
"Back-end developer & data powerlifter","Abdiel Capital","New York, NY",nan,nan,"NA",nan,nan,"You have a keen interest in the possibilities afforded by data science, and you are excited about tackling the challenges of big data management and laying the..."
"Senior Data Scientist","TekSolutions LLC","San Francisco Bay Area, CA",nan,nan,"$160,000 a year",nan,nan,"NLP and Machine Learning:. Proven ability to solve problems using NLP and machine learning in an industry setting...."
"Machine Learning Research Scientist","Sentient","San Francisco, CA",nan,nan,"NA",4,30.0,"A PhD in machine learning or closely related field. Have multiple publications in top tier machine learning conferences or journals...."
"Client Success Specialist","TrueAccord","San Francisco, CA",nan,nan,"NA",nan,nan,"We deploy technology, machine learning, and data science to innovate and optimize how debt is collected. Debt collection is broken...."
"Computer Vision Algorithm Engineer","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Good understanding of machine learning and deep learning algorithms. PhD or Masters in computer science, computer vision, computer graphics, machine learning,..."
"Data Scientist","KPMG","New York, NY 10154 (Midtown area)",nan,nan,"NA",nan,51.0,"Statistics, data mining, machine learning, statistics, operations research, econometrics, natural language processing, and/or information retrieval...."
"Software Engineer","Agilence","Mount Laurel, NJ 08054",nan,nan,"NA",nan,nan,"They are learning experiences and we embrace them. Data scientists are at the cutting edge of these new technologies, using advanced algorithms and machine..."
"Position Tracking and Prediction Scientist","General Electric","Boston, MA 02212 (Central area)",nan,nan,"NA",nan,51.6,"Familiarity with machine learning approaches to state estimation. The candidate will leverage existing experience in estimation/information theory, machine..."
"Big data engineer","DEREX Technologies Inc","New York, NY",nan,nan,"NA",nan,nan,"Machine Learning is big Plus. Data Engineer with Hadoop and Spark...."
"Data Scientist","Booz Allen Hamilton","Troy, MI 48084",nan,nan,"NA",nan,44.4,"Experience with applying advanced statistics, including natural language processing and machine learning. Apply technical training and experience with applied..."
"Securities Lending Trading System Developer","Morgan Stanley","New York, NY 10032 (Washington Heights area)",nan,nan,"NA",nan,44.4,"Specific experience with Python and machine learning libraries is valuable. Experience with Python data analytics and machine learning libraries is advantageous..."
"Data Scientist - Targeting","Acorns","Irvine, CA",nan,nan,"NA",12,55.2,"Build algorithms that touch the cutting edge of statistics and machine learning. Background in data mining, machine learning, statistical analysis, and modeling..."
"Junior Data Analyst (3+ months)","SEIU 775 Benefits Group","Seattle, WA",nan,nan,"NA",3,52.8,"Heighten your understanding of machine learning concepts and applications. You will join a dynamic business analytics team and work closely with the data..."
"Data Scientist - Safety","Uber","San Francisco, CA 94103 (South Of Market area)",nan,nan,"NA",222,44.4,"Our projects leverage machine learning, experimentation, signal processing, time series analysis, geospatial analysis, natural language processing, and more...."
"Big Data Engineer","Verizon","Palo Alto, CA 94301 (Professorville area)",nan,nan,"NA",nan,44.4,"Ten or more years of experience in software development Five or more years of experience in Big Data technologies including Impala, HBase Two or more years of..."
"Radar Perception Engineer","JingChi Corp","Sunnyvale, CA",nan,nan,"NA",nan,nan,"Experience with Machine Learning, Deep Learning or other Artificial Intelligence paradigms. JingChi Silicon Valley team is looking for a radar perception..."
"Financial Modeling Group (Java / Scala / C++ / Python / Big...","BlackRock","New York, NY 10001 (Chelsea area)",nan,nan,"NA",232,43.8,"Interest in computational statistics, in particular, the applications of machine learning and natural language processing to behavioral finance...."
"Data Engineer","Syngenta","Durham, NC",nan,nan,"NA",513,51.6,"3-5 years of experience with large scale data technologies such as Hadoop, Spark, machine learning, etc. Data Engineer - (1702858)...."
"Software Developer","Iodine Software","Austin, TX 78759 (Arboretum area)",nan,nan,"NA",nan,nan,"By leveraging groundbreaking technologies like Natural Language Processing, Machine Learning, and Artificial Intelligence, our platform drives significant..."
"Computational Scientist, Bioinformatics","Muse Biotechnology, Inc.","Boulder, CO",nan,nan,"NA",nan,nan,"Familiarity with machine learning techniques is preferred. The Department of Computational Sciences and Engineering works with diverse multi-disciplinary teams..."
"Software Engineer","JingChi Corp","Sunnyvale, CA",nan,nan,"NA",nan,nan,"Computer vision, LIDAR, object tracking, sensor fusion, perception, machine learning, motion planning, and control...."
"Data Scientist","Wake Forest University","Winston-Salem, NC",nan,nan,"NA",67,51.6,"NA"
"Sensior Data Scientist/Statistician - O&G","Sensoleak","Houston, TX",nan,nan,"NA",nan,nan,"Experience in deploying machine learning algorithms into production environments (AWS). Expert level skills in machine learning, statistical modeling, and data..."
"Research Science Mgr","Lockheed Martin","Palo Alto, CA 94304",nan,nan,"NA",nan,51.6,"Machine learning, human machine interfacing. The ideal candidate will have experience in artificial intelligence and machine learning...."
"Python Developer","Odyssey Systems Consulting Group","Lexington, MA",nan,nan,"NA",6,51.0,"Experience developing artificial intelligence, machine learning, or deep learning applications. Demonstrated knowledge in machine learning or statistical data..."
"Big Data Scientist","Information Innovators Inc.","Alexandria, VA",nan,nan,"NA",2,42.0,"Experience with a variety of methods including natural language processing, machine learning, regression, predictive analysis, anomaly detection, forecasting..."
"Data Scientist","State Farm Mutual Automobile Insurance Company","Bloomington, IL 61701",nan,nan,"NA",nan,51.0,"Develop expertise with multiple machine learning algorithms and data science techniques, such as exploratory data analysis, generative and discriminative..."
"Machine Learning Specialist / Data Scientist","QuintilesIMS","Plymouth Meeting, PA",nan,nan,"NA",870,44.4,"In-depth understanding of machine learning algorithms and statistical models. Apply machine learning, data mining technologies in developing innovative..."
"Computer Vision - Engineer","nuTonomy","Santa Monica, CA",nan,nan,"NA",nan,nan,"We are seeking highly talented Computer Vision Engineers focused on computer vision & machine learning to support a variety of teams...."
"Big Data Scientist (PhD)","Siemens AG","Princeton, NJ",nan,nan,"NA",nan,51.6,"Must have a strong proficiency in algorithms for data mining, machine learning, and deep learning. Apply deep learning techniques to large-scale, real-world..."
"Algorithms Specialist - Machine Learning Platform","Uber","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",222,44.4,"About the Role The Machine Learning Platform team builds the end-to-end systems and tools to enable teams around Uber to build and deploy machine learning..."
"Data Scientist (Cleveland, OH)","Dealer Tire","Cleveland, OH",nan,nan,"NA",51,40.8,"When necessary, apply machine learning or other applicable techniques to enhance usefulness of large data sets. Data Scientist (Cleveland, OH)...."
"Intermediate Deep Learning engineer","Mobiliya Technologies","Farmington, MI",nan,nan,"NA",nan,nan,"Comfortable with C,C++, Python- Good understanding of machine learning concepts (esp. Is willing to hire an *Intermediate Deep Learning engineer*...."
"Data Scientist","Intellipro Group Inc.","Mountain View, CA",nan,nan,"NA",nan,nan,"Familiar with or have contributed to open source machine learning tools/platforms. Use data mining and machine learning skills to design and develop products..."
"Machine Learning Research Engineer","BAE Systems, Inc","Arlington, VA 22203 (Bluemont area)",nan,nan,"NA",nan,nan,"Serve as a machine learning expert across multiple efforts. Exciting cyber research focused on Machine Learning and related fields...."
"Data Engineer","PACCAR","Sunnyvale, CA",nan,nan,"NA",103,42.6,"2+ years machine learning experience; Research, build and evaluate data-driven products including forecasters, recommenders, classifiers, language processors..."
"Software Engineer (Machine Learning)","eHarmony","Los Angeles, CA",nan,nan,"NA",13,43.2,"We are looking for software engineers interested in machine learning and large-scale production systems! You will build data pipelines, automated training and..."
"Data Scientist","Munich RE","Parktown, NC",nan,nan,"NA",15,52.8,"Active participation and management of projects in the fields of statistics and Machine Learning (ML). You will strengthen our team as a lateral thinker, using..."
"Big Data Engineer","ROBLOX","San Mateo, CA",nan,nan,"NA",4,54.0,"Passionate about processing big data sets and leveraging Machine Learning, AI to deliver insights. Roblox, Big Data Engineer, San Mateo, CA...."
"Product Marketing Manager, Machine Learning, Google Cloud","Google","Kirkland, WA",nan,nan,"NA",nan,52.8,"NA"
"Engineering Intern - eMobility, HV Systems, & Quality","Daimler","Redford, MI",nan,nan,"NA",758,52.2,"NA"
"Human Resource Intern","Daimler","Bellevue, WA",nan,nan,"NA",758,52.2,"NA"
"Research Specialist, MS-Informatics","Marshfield Clinic","Marshfield, WI",nan,nan,"NA",112,41.4,"NA"
"Sr. Data Scientist","Hudson Data","New York, NY",nan,nan,"NA",nan,nan,"NA"
"Software Engineer","Language Computer Corporation","Richardson, TX 75080",nan,nan,"NA",nan,nan,"NA"
"Bioinformatic Scientist","Advaxis","Princeton, NJ 08540",nan,nan,"NA",2,42.0,"NA"
"User Experience Researcher (Quantitative) - CX Lab","Samsung Research America","Mountain View, CA 94043",nan,nan,"NA",nan,51.0,"NA"
"RESEARCH INVESTIGATOR","University of Michigan","Ann Arbor, MI",nan,nan,"NA",693,53.4,"NA"
"Backend Engineer","Umuse","Austin, TX",nan,nan,"NA",nan,nan,"Assist with ETL processing, NLP and machine learning. Experience or a strong interest in data analysis and machine learning...."
"Computer Scientist","Brookhaven National Laboratory","Upton, NY 11973",nan,nan,"NA",56,52.2,"Experience with modern machine learning methods. This work will involve interacting with domain scientists, learning about domain-specific data challenges, and..."
"Data Science Associate","athenahealth, Inc.","Watertown, MA",nan,nan,"NA",139,43.2,"Analytics, Big Data, Business Intelligence, Data Mining, Experimental Design, Machine Learning, Predictive Modeling, Prospective and Retrospective Studies,..."
"Data Scientist NLP/NLG at Up.IQ","Hackers/Founders","San Jose, CA",nan,nan,"NA",nan,nan,"Prior experience on Machine Learning, Optimization techniques, Cluster Analysis etc. Experience with deep learning libraries:...."
"Machine Learning Big Data Engineer","Emailage","Chandler, AZ 85225",nan,nan,"NA",3,43.2,"Implement and deploy large scale machine learning models to run on the cloud. 2 years+ of coding experience working with machine learning frameworks such as H2O..."
"Big Data Senior Analyst","Accenture Federal Services","Arlington, VA",nan,nan,"NA",nan,51.0,"The technologies include cutting edge Apache open source projects such as Hadoop (and related products), Cassandra, Spark, Solr, Kafka, Couchbase, etc. The big..."
"Software Engineering Intern","Karat","Seattle, WA",nan,nan,"NA",nan,nan,"Karat's unique approach recognizes that people are central to the hiring process and that they can be supercharged by leveraging machine learning and our rich..."
"Data Engineer","Precision Analytics Inc","Los Angeles, CA",nan,nan,"NA",nan,nan,"Machine Learning (at least one of:. We are a team of culturally and ethnically diverse professionals with combined experiences in product management, business..."
"Computational Scientist, Bioinformatics Engineering","Muse Biotechnology, Inc.","Boulder, CO",nan,nan,"NA",nan,nan,"Familiarity with machine learning techniques is preferred. The Department of Computational Sciences and Engineering works with diverse multi-disciplinary teams..."
"Data Scientist","Leidos","Baltimore, MD 21240",nan,nan,"NA",271,43.2,"Is familiar with disciplines such as Natural Language Processing, Machine Learning, Predictive modeling, Statistical Analysis and Hypothesis testing...."
"Principal Data Engineer","Demandbase","San Francisco, CA",nan,nan,"NA",3,51.0,"Core responsibilities will be to help scale large scale machine learning models. Basic understanding of machine learning and experience working with libraries..."
"Principal Data Scientist","Palo Alto Networks","Santa Clara, CA 95054",nan,nan,"NA",24,44.4,"Advanced degree in Machine Learning, Computer Science, Electrical Engineering, Physics, Statistics, Applied Math or other quantitative fields from a reputed..."
"Director, Data Science","Fidelity Investments","Durham, NC",nan,nan,"NA",nan,51.6,"Advanced education in statistics, machine learning and experience in Big data. Director, Data Science...."
"Research Analyst","EMC Research","Columbus, OH 43215 (Downtown area)",nan,nan,"$37,000 a year",nan,nan,"Experience with predictive modeling, machine learning, and/or clustering and classification techniques. EMC Research, Inc...."
"Data Engineer","Kaplan","New York, NY",nan,nan,"NA",nan,43.2,"Familiar in data mining, machine learning, natural language processing or Statistical analysis. We are seeking an outstanding and forward-thinking Data Engineer..."
"Manufacturing Computer Vision Researcher","Toyota Research Institute","Cambridge, MA 02139 (Area IV area)",nan,nan,"NA",nan,nan,"Machine learning, deep learning, scene segmentation, object recognition, image processing tools such as OpenCV, sensor calibration, 2D/3D registration and..."
"Post-Doctoral Researcher - Cognitive Computing","IBM","United States",nan,nan,"NA",nan,51.0,"Advanced skill level with machine learning environments (e.g., R, scikit-learn, Theano, Torch, etc.). The mission of the Cognitive Computing group in IBM..."
"Principal Data Scientist","Noodle.ai","Palo Alto, CA",nan,nan,"NA",nan,nan,"Deep Learning, Optimization or Operations Research, NLP, Image Processing, or Machine Learning. We're applying ML and deep learning to tackle some of the most..."
"GPU Deep Learning Development Tools Architect","NVIDIA","Santa Clara, CA",nan,nan,"NA",130,52.2,"Background and prior experience with machine learning algorithms. You will work closely with the NVIDIA software stack for GPU-accelerated machine learning and..."
"Data Scientist (Active TS only)","Commonwealth Computer Research, Inc.","Charlottesville, VA 22901 (29 North area)",nan,nan,"NA",nan,nan,"Neural Networks, Deep Learning, Random Forest. We conduct research and development in data mining and machine learning techniques to solve complex problems and..."
"Data Scientist","Murmuration","New York, NY 10005 (Financial District area)",nan,nan,"NA",nan,nan,"NA"
"Video Processing Engineer","Smule","San Francisco, CA 94107 (South Of Market area)",nan,nan,"NA",3,55.2,"Experience in machine learning/computer vision is a big plus. Build Computer Vision/Machine Learning infrastructure for video and audio comprehension...."
"Computer Vision Scientist","Intellipro Group Inc.","Santa Clara, CA",nan,nan,"NA",nan,nan,"MS in Computer Science, Electrical Engineering or equivalent with a focus on Computer Vision, Robotics and Machine Learning...."
"Data Scientist- Marketing Analytics","CLEARLINK","Salt Lake City, UT 84116 (Rose Park area)",nan,nan,"NA",139,42.0,"Use machine learning approaches to create, target and track customer audiences. Clearlink is rapidly growing their data science organization to support the..."
"Software Engineer (Robotics)","Ava Robotics","Cambridge, MA",nan,nan,"NA",nan,nan,"It is capable of autonomous navigation in the complex real world alongside people leveraging computer vision, object recognition, artificial intelligence,..."
"Data Scientist","Huxley Banking & Financial Services","Wilmington, DE",nan,nan,"NA",nan,nan,"Demonstrable experience in developing Machine Learning and Deep Learning algorithms. Act as Machine Learning expert and provide internal consulting services to..."
"Data Scientist","Digital Reasoning","Franklin, TN 37067",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","adMarketplace","New York, NY",nan,nan,"NA",9,42.6,"In addition to machine learning and data mining libraries (Sci-kit learn, scipy, SparkMLib). Deep Learning and TensorFlow...."
"Healthcare Analytics - Data Scientist","Becton Dickinson & Company","San Diego, CA",nan,nan,"NA",646,51.0,"This person should be capable of completing projects from text analysis to machine learning, and can apply these skills to various topics to support medication..."
"Data Scientist","Equifax","Atlanta, GA",nan,nan,"NA",312,43.2,"Experience with state of the art machine learning algorithms such as neural networks, support vector machines, ensemble models, kernel-based methods genetic..."
"Machine Learning Engineer","Samsung NEXT Start","San Francisco, CA",nan,nan,"NA",nan,nan,"Experience with distributed machine learning frameworks (e.g. Set strategic vision and deal with the complexities of an evolving machine learning stack (e.g...."
"Content Developer, Innovations","Udacity, Inc.","Remote",nan,nan,"NA",6,55.8,"NA"
"Data Scientist / Entry Level","Grab Minds","San Francisco Bay Area, CA",nan,nan,"NA",nan,nan,"Our upcoming batches for Machine Learning and Data Science is going to start soon. Offers a range of training courses covering Data Scientist and Machine..."
"Data Scientist","C.H. Robinson Worldwide, Inc.","Eden Prairie, MN 55347",nan,nan,"NA",516,42.0,"Strong knowledge of machine learning algorithms, both using and creating. Authoritative quantitative analysis skills, particularly in machine learning,..."
"Analyst - Statistics and Operations Research","United Airlines Inc.","Chicago, IL 60601 (Loop area)",nan,nan,"NA",nan,51.0,"Develops the approach and methods to define and solve management problems through quantitative analysis and analytical models, using operations research,..."
"Software Engineer","Charles River Analytics","Boston, MA",nan,nan,"NA",3,55.2,"Experience developing or implementing solutions using statistics, machine learning, natural language processing, search and optimization, or algorithms from..."
"Data Scientist/Statistician, Data Trial Execution- RTP, NC","QuintilesIMS","Research Triangle Park, NC",nan,nan,"NA",nan,nan,"NA"
"ENGINEER - RESEARCH ENGINEER - MATERIALS ENGINEERING","Southwest Research Institute","San Antonio, TX 78238",nan,nan,"NA",nan,nan,"NA"
"Robotics Scientist","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,nan,"NA"
"Research Assoicate - Center for Biomedical Image Computing &...","Institute For Biomedical Informatics","United States",nan,nan,"NA",nan,nan,"NA"
